"","matched","unmatched","canonical"
"M20BM1_90_1.txt",886206,31089,871250
"M20BM2_90_1.txt",1079596,36580,1067049
"M20GUT_90_1.txt",2416,91,2219
"M20L_90_1.txt",1327963,43936,1303043
"M20LN1_90_1.txt",1289418,74266,1229653
"M20LN2_90_1.txt",24712,740,24274
"M20LUNG_90_1.txt",179430,5813,171838
"M20S_90_1.txt",1365391,43211,1347800
"M20SKIN1_90_1.txt",1037629,39604,980867
"M20SKIN2_90_1.txt",1414284,56499,1380350
"M20SKIN3_90_1.txt",1208923,49494,1170253
"M20SKIN4_90_1.txt",1428386,55403,1385992
"M20SKIN5_90_1.txt",929051,31145,913336
"M20SKIN6_90_1.txt",1451448,55745,1425494
"M21BM1_90_1.txt",967118,39378,956291
"M21BM2_90_1.txt",1606997,59213,1593280
"M21GUT_90_1.txt",126138,4037,125852
"M21L_90_1.txt",930332,31231,924070
"M21LN1_90_1.txt",850857,28111,847938
"M21LN2_90_1.txt",416649,13348,416128
"M21LUNG_90_1.txt",1039081,34810,988277
"M21S_90_1.txt",4972,181,4646
"M21SKIN1_90_1.txt",1106623,54149,1040209
"M21SKIN10_90_1.txt",1976340,72514,1904661
"M21SKIN11_90_1.txt",1309727,50093,1268996
"M21SKIN12_90_1.txt",1726723,87849,1677753
"M21SKIN2_90_1.txt",953643,32492,946111
"M21SKIN3_90_1.txt",1497038,58809,1458955
"M21SKIN4_90_1.txt",1128146,42099,1097756
"M21SKIN5_90_1.txt",1114804,57365,1076730
"M21SKIN6_90_1.txt",1095098,37300,1072059
"M21SKIN7_90_1.txt",872815,33334,848811
"M21SKIN8_90_1.txt",899518,29767,869719
"M21SKIN9_90_1.txt",1751569,68480,1700179
"M22BM1_90_1.txt",943248,32567,934663
"M22BM2_90_1.txt",1215369,41018,1201488
"M22GUT_90_1.txt",2762,85,2619
"M22L_90_1.txt",1485560,52832,1467917
"M22LN1_90_1.txt",1172765,40590,1127066
"M22LN2_90_1.txt",921501,30185,912925
"M22LUNG_90_1.txt",960779,31756,949759
"M22S_90_1.txt",2018626,67993,1989493
"M22SKIN1_90_1.txt",1091496,44006,1075723
"M22SKIN10_90_1.txt",913683,31314,911097
"M22SKIN11_90_1.txt",892528,32599,885024
"M22SKIN12_90_1.txt",1505047,51668,1435584
"M22SKIN2_90_1.txt",1029874,36444,986520
"M22SKIN3_90_1.txt",951236,32925,926523
"M22SKIN4_90_1.txt",976774,52257,968093
"M22SKIN5_90_1.txt",1120352,38892,1086465
"M22SKIN6_90_1.txt",4721,176,4258
"M22SKIN7_90_1.txt",796398,26386,792413
"M22SKIN8_90_1.txt",975897,41613,937660
"M22SKIN9_90_1.txt",1010368,35127,1002533
"M23BM1_90_1.txt",1129752,37604,1119861
"M23BM2_90_1.txt",1016655,34344,1009116
"M23GUT_90_1.txt",481738,15209,479890
"M23L_90_1.txt",1142659,38191,1126250
"M23LN1_90_1.txt",866614,29138,836864
"M23LN2_90_1.txt",896930,29158,883545
"M23LUNG_90_1.txt",1024185,50256,1020142
"M23S_90_1.txt",1048093,33230,1040205
"M23SKIN1_90_1.txt",989077,37095,964207
"M23SKIN10_90_1.txt",1086210,38927,980187
"M23SKIN11_90_1.txt",1104218,97114,1070333
"M23SKIN12_90_1.txt",1312328,45735,1308566
"M23SKIN2_90_1.txt",1001199,34245,988449
"M23SKIN3_90_1.txt",587539,32211,559590
"M23SKIN4_90_1.txt",1859850,65903,1805617
"M23SKIN5_90_1.txt",999200,47165,977244
"M23SKIN6_90_1.txt",2299332,82673,2247759
"M23SKIN7_90_1.txt",963112,36038,943895
"M23SKIN8_90_1.txt",888411,30302,846160
"M23SKIN9_90_1.txt",1094256,38307,1089153
"M24BM1_90_1.txt",1180091,41359,1168824
"M24BM2_90_1.txt",1012736,34768,1005345
"M24GUT_90_1.txt",1009033,34923,989750
"M24L_90_1.txt",1055244,36997,1030471
"M24LN1_90_1.txt",1290263,47629,1271129
"M24LN2_90_1.txt",985958,34327,975139
"M24LUNG_90_1.txt",1062437,36425,1049063
"M24S_90_1.txt",1590865,51550,1573229
"M24SKIN1_90_1.txt",1728118,69696,1667191
"M24SKIN10_90_1.txt",2211642,82028,2197363
"M24SKIN11_90_1.txt",1154434,54481,1105835
"M24SKIN12_90_1.txt",1429018,67752,1377751
"M24SKIN2_90_1.txt",945533,32376,897276
"M24SKIN3_90_1.txt",434458,22675,428406
"M24SKIN4_90_1.txt",894140,31091,869428
"M24SKIN5_90_1.txt",811653,38715,807107
"M24SKIN6_90_1.txt",1365546,48849,1324135
"M24SKIN7_90_1.txt",1071363,37685,1052919
"M24SKIN8_90_1.txt",1035134,41748,1004276
"M24SKIN9_90_1.txt",2867216,106021,2779423
"M25BM1_90_1.txt",820908,27944,816171
"M25BM2_90_1.txt",1012961,33483,1003551
"M25GUT_90_1.txt",2172,70,1949
"M25L_90_1.txt",668775,21823,667862
"M25LN1_90_1.txt",837595,28662,833772
"M25LN2_90_1.txt",882778,28961,828159
"M25LUNG_90_1.txt",989021,42545,944876
"M25S_90_1.txt",351264,10823,348271
"M25SKIN1_90_1.txt",948394,56962,912181
"M25SKIN10_90_1.txt",1079411,43912,982042
"M25SKIN11_90_1.txt",1362472,48800,1321846
"M25SKIN12_90_1.txt",1852877,65410,1769620
"M25SKIN2_90_1.txt",2623871,136129,2550990
"M25SKIN3_90_1.txt",368900,13137,348924
"M25SKIN4_90_1.txt",1156917,38916,1152927
"M25SKIN5_90_1.txt",2279330,78256,2220019
"M25SKIN6_90_1.txt",1261102,42869,1211157
"M25SKIN7_90_1.txt",1010457,35683,983720
"M25SKIN8_90_1.txt",1178954,42498,1137800
"M25SKIN9_90_1.txt",1505454,56810,1413572
"M2BM1_90_1.txt",1735265,58450,1712546
"M2BM2_90_1.txt",1225567,42368,1214414
"M2GUT_90_1.txt",4323,137,3946
"M2L_90_1.txt",2259904,76055,2231420
"M2LN1_90_1.txt",1088724,43327,1051763
"M2LN2_90_1.txt",905398,36999,866108
"M2LUNG_90_1.txt",800885,26906,794596
"M2S_90_1.txt",819446,27167,812767
"M2SKIN1_90_1.txt",969797,32905,967859
"M2SKIN10_90_1.txt",884218,100614,812355
"M2SKIN11_90_1.txt",854614,29217,839826
"M2SKIN12_90_1.txt",1036652,42283,1016917
"M2SKIN2_90_1.txt",728829,25341,721835
"M2SKIN3_90_1.txt",637555,30398,615811
"M2SKIN4_90_1.txt",1122955,40555,988826
"M2SKIN5_90_1.txt",933684,36019,911313
"M2SKIN6_90_1.txt",486754,16290,484263
"M2SKIN7_90_1.txt",1192724,40921,1158174
"M2SKIN8_90_1.txt",874649,29960,870452
"M2SKIN9_90_1.txt",748982,26944,737628
"M3BM1_90_1.txt",1192468,46068,1172543
"M3BM2_90_1.txt",1308064,44834,1294498
"M3GUT_90_1.txt",17896,603,17510
"M3L_90_1.txt",2182269,73409,2151501
"M3LN1_90_1.txt",142334,4892,141987
"M3LN2_90_1.txt",906377,36999,890546
"M3LUNG_90_1.txt",900165,30789,892800
"M3S_90_1.txt",4496,158,4025
"M3SKIN1_90_1.txt",910058,30645,878648
"M3SKIN10_90_1.txt",980139,34303,941087
"M3SKIN11_90_1.txt",739933,25046,733822
"M3SKIN12_90_1.txt",1057759,46468,1031277
"M3SKIN2_90_1.txt",845299,29178,833540
"M3SKIN3_90_1.txt",598707,20462,594958
"M3SKIN4_90_1.txt",1036920,36736,995005
"M3SKIN5_90_1.txt",848976,28504,845026
"M3SKIN6_90_1.txt",947405,32602,932637
"M3SKIN7_90_1.txt",940666,32295,906749
"M3SKIN8_90_1.txt",935725,35965,886286
"M3SKIN9_90_1.txt",757756,50066,746933
"M5BM1_90_1.txt",1977721,67457,1948329
"M5BM2_90_1.txt",1613722,53252,1595589
"M5GUT_90_1.txt",3853,105,3469
"M5L_90_1.txt",1924114,61877,1900326
"M5LN1_90_1.txt",794708,26258,784771
"M5LN2_90_1.txt",839821,27057,830260
"M5LUNG_90_1.txt",873180,35218,864418
"M5S_90_1.txt",2119047,70933,2088812
"M5SKIN1_90_1.txt",913117,31197,895837
"M5SKIN10_90_1.txt",1119468,52687,1097065
"M5SKIN11_90_1.txt",881043,30045,878095
"M5SKIN12_90_1.txt",1159345,39511,1116003
"M5SKIN2_90_1.txt",1361031,49946,1339351
"M5SKIN3_90_1.txt",907685,31314,905573
"M5SKIN4_90_1.txt",1007076,35401,959259
"M5SKIN5_90_1.txt",909393,48643,907940
"M5SKIN6_90_1.txt",1200329,45390,1167155
"M5SKIN7_90_1.txt",992554,32826,960198
"M5SKIN8_90_1.txt",1040231,46265,1032384
"M5SKIN9_90_1.txt",1141759,47496,1122838
"M6BM1_90_1.txt",944925,31133,933751
"M6BM2_90_1.txt",955032,32578,947760
"M6GUT_90_1.txt",136848,4293,136604
"M6L_90_1.txt",8082,248,7805
"M6LN1_90_1.txt",849905,29132,847854
"M6LN2_90_1.txt",1012954,33478,992037
"M6LUNG_90_1.txt",747217,26115,742940
"M6S_90_1.txt",39449,1423,39198
"M7BM1_90_1.txt",1297627,44233,1284800
"M7BM2_90_1.txt",1714599,56460,1697823
"M7GUT_90_1.txt",32891,1044,32765
"M7L_90_1.txt",651700,21523,646675
"M7LN1_90_1.txt",139504,4821,138817
"M7LN2_90_1.txt",153808,5026,153516
"M7LUNG_90_1.txt",989153,59695,945068
"M7S_90_1.txt",883582,28651,876557
"M8BM1_90_1.txt",1493404,51507,1478308
"M8BM2_90_1.txt",1624015,53597,1609446
"M8GUT_90_1.txt",12447,405,12330
"M8L_90_1.txt",4312,151,4109
"M8LN1_90_1.txt",930098,31167,922784
"M8LN2_90_1.txt",876108,28807,857556
"M8LUNG_90_1.txt",846287,147340,842748
"M8S_90_1.txt",1085603,34335,1077247
"M9BM1_90_1.txt",1061194,38155,1048251
"M9BM2_90_1.txt",675506,21666,669433
"M9GUT_90_1.txt",2213,65,2109
"M9L_90_1.txt",701964,23562,700602
"M9LN1_90_1.txt",73045,2462,72508
"M9LN2_90_1.txt",34402,1202,33809
"M9LUNG_90_1.txt",838528,27862,729775
"M9S_90_1.txt",240801,8037,238000
