"","matched","unmatched","canonical"
"M1BM1_90_4.txt",1729173,60446,1706635
"M1BM2_90_4.txt",1672508,58865,1655182
"M1GUT_90_4.txt",541983,18357,537749
"M1L_90_4.txt",2260444,78858,2228831
"M1LN1_90_4.txt",1011417,37853,981704
"M1LN2_90_4.txt",895016,44922,835942
"M1LUNG_90_4.txt",1303362,51131,1268330
"M1S_90_4.txt",88826,2918,88343
"M1SKIN1_90_4.txt",1051772,35452,1018823
"M1SKIN10_90_4.txt",954432,32737,950414
"M1SKIN11_90_4.txt",907060,39757,880266
"M1SKIN12_90_4.txt",933325,32472,910675
"M1SKIN2_90_4.txt",867586,28820,822205
"M1SKIN3_90_4.txt",904260,31241,867802
"M1SKIN4_90_4.txt",1053240,36202,998710
"M1SKIN5_90_4.txt",851565,29782,817067
"M1SKIN6_90_4.txt",1004437,37073,939362
"M1SKIN7_90_4.txt",1307287,44402,1282376
"M1SKIN8_90_4.txt",1820795,66892,1783728
"M1SKIN9_90_4.txt",813325,29037,796477
"M20BM1_90_4.txt",886206,31089,871418
"M20BM2_90_4.txt",1079596,36580,1067264
"M20GUT_90_4.txt",2416,91,2219
"M20L_90_4.txt",1327963,43936,1302989
"M20LN1_90_4.txt",1289418,74266,1229768
"M20LN2_90_4.txt",24712,740,24274
"M20LUNG_90_4.txt",179430,5813,171827
"M20S_90_4.txt",1365391,43211,1347565
"M20SKIN1_90_4.txt",1037629,39604,980548
"M20SKIN2_90_4.txt",1414284,56499,1380497
"M20SKIN3_90_4.txt",1208923,49494,1170718
"M20SKIN4_90_4.txt",1428386,55403,1386529
"M20SKIN5_90_4.txt",929051,31145,913348
"M20SKIN6_90_4.txt",1451448,55745,1425550
"M21BM1_90_4.txt",967118,39378,956455
"M21BM2_90_4.txt",1606997,59213,1593274
"M21GUT_90_4.txt",126138,4037,125852
"M21L_90_4.txt",930332,31231,923911
"M21LN1_90_4.txt",850857,28111,847988
"M21LN2_90_4.txt",416649,13348,416128
"M21LUNG_90_4.txt",1039081,34810,987999
"M21S_90_4.txt",4972,181,4646
"M21SKIN1_90_4.txt",1106623,54149,1040167
"M21SKIN10_90_4.txt",1976340,72514,1904761
"M21SKIN11_90_4.txt",1309727,50093,1269045
"M21SKIN12_90_4.txt",1726723,87849,1677691
"M21SKIN2_90_4.txt",953643,32492,946127
"M21SKIN3_90_4.txt",1497038,58809,1458686
"M21SKIN4_90_4.txt",1128146,42099,1097498
"M21SKIN5_90_4.txt",1114804,57365,1076662
"M21SKIN6_90_4.txt",1095098,37300,1072202
"M21SKIN7_90_4.txt",872815,33334,849058
"M21SKIN8_90_4.txt",899518,29767,869701
"M21SKIN9_90_4.txt",1751569,68480,1700306
"M22BM1_90_4.txt",943248,32567,934689
"M22BM2_90_4.txt",1215369,41018,1201610
"M22GUT_90_4.txt",2762,85,2619
"M22L_90_4.txt",1485560,52832,1467580
"M22LN1_90_4.txt",1172765,40590,1127116
"M22LN2_90_4.txt",921501,30185,912965
"M22LUNG_90_4.txt",960779,31756,949780
"M22S_90_4.txt",2018626,67993,1989430
"M22SKIN1_90_4.txt",1091496,44006,1075777
"M22SKIN10_90_4.txt",913683,31314,911071
"M22SKIN11_90_4.txt",892528,32599,884976
"M22SKIN12_90_4.txt",1505047,51668,1435169
"M22SKIN2_90_4.txt",1029874,36444,987062
"M22SKIN3_90_4.txt",951236,32925,926649
"M22SKIN4_90_4.txt",976774,52257,968104
"M22SKIN5_90_4.txt",1120352,38892,1086279
"M22SKIN6_90_4.txt",4721,176,4258
"M22SKIN7_90_4.txt",796398,26386,792427
"M22SKIN8_90_4.txt",975897,41613,937675
"M22SKIN9_90_4.txt",1010368,35127,1002422
"M23BM1_90_4.txt",1129752,37604,1119329
"M23BM2_90_4.txt",1016655,34344,1008997
"M23GUT_90_4.txt",481738,15209,479801
"M23L_90_4.txt",1142659,38191,1125693
"M23LN1_90_4.txt",866614,29138,837169
"M23LN2_90_4.txt",896930,29158,883189
"M23LUNG_90_4.txt",1024185,50256,1020249
"M23S_90_4.txt",1048093,33230,1040440
"M23SKIN1_90_4.txt",989077,37095,964279
"M23SKIN10_90_4.txt",1086210,38927,980194
"M23SKIN11_90_4.txt",1104218,97114,1070373
"M23SKIN12_90_4.txt",1312328,45735,1308395
"M23SKIN2_90_4.txt",1001199,34245,988454
"M23SKIN3_90_4.txt",587539,32211,559619
"M23SKIN4_90_4.txt",1859850,65903,1805698
"M23SKIN5_90_4.txt",999200,47165,977234
"M23SKIN6_90_4.txt",2299332,82673,2248730
"M23SKIN7_90_4.txt",963112,36038,943963
"M23SKIN8_90_4.txt",888411,30302,846244
"M23SKIN9_90_4.txt",1094256,38307,1089137
"M24BM1_90_4.txt",1180091,41359,1168991
"M24BM2_90_4.txt",1012736,34768,1004892
"M24GUT_90_4.txt",1009033,34923,989736
"M24L_90_4.txt",1055244,36997,1030397
"M24LN1_90_4.txt",1290263,47629,1271096
"M24LN2_90_4.txt",985958,34327,975028
"M24LUNG_90_4.txt",1062437,36425,1049038
"M24S_90_4.txt",1590865,51550,1573125
"M24SKIN1_90_4.txt",1728118,69696,1667287
"M24SKIN10_90_4.txt",2211642,82028,2197052
"M24SKIN11_90_4.txt",1154434,54481,1105910
"M24SKIN12_90_4.txt",1429018,67752,1377939
"M24SKIN2_90_4.txt",945533,32376,897300
"M24SKIN3_90_4.txt",434458,22675,428403
"M24SKIN4_90_4.txt",894140,31091,869410
"M24SKIN5_90_4.txt",811653,38715,807107
"M24SKIN6_90_4.txt",1365546,48849,1324098
"M24SKIN7_90_4.txt",1071363,37685,1052993
"M24SKIN8_90_4.txt",1035134,41748,1004482
"M24SKIN9_90_4.txt",2867216,106021,2778625
"M25BM1_90_4.txt",820908,27944,816237
"M25BM2_90_4.txt",1012961,33483,1003601
"M25GUT_90_4.txt",2172,70,1949
"M25L_90_4.txt",668775,21823,667862
"M25LN1_90_4.txt",837595,28662,833772
"M25LN2_90_4.txt",882778,28961,828142
"M25LUNG_90_4.txt",989021,42545,944901
"M25S_90_4.txt",351264,10823,348284
"M25SKIN1_90_4.txt",948394,56962,912182
"M25SKIN10_90_4.txt",1079411,43912,982042
"M25SKIN11_90_4.txt",1362472,48800,1321888
"M25SKIN12_90_4.txt",1852877,65410,1769750
"M25SKIN2_90_4.txt",2623871,136129,2551267
"M25SKIN3_90_4.txt",368900,13137,348924
"M25SKIN4_90_4.txt",1156917,38916,1152864
"M25SKIN5_90_4.txt",2279330,78256,2220596
"M25SKIN6_90_4.txt",1261102,42869,1210819
"M25SKIN7_90_4.txt",1010457,35683,983720
"M25SKIN8_90_4.txt",1178954,42498,1137234
"M25SKIN9_90_4.txt",1505454,56810,1414239
"M2BM1_90_4.txt",1735265,58450,1712316
"M2BM2_90_4.txt",1225567,42368,1214789
"M2GUT_90_4.txt",4323,137,3946
"M2L_90_4.txt",2259904,76055,2230828
"M2LN1_90_4.txt",1088724,43327,1051637
"M2LN2_90_4.txt",905398,36999,866206
"M2LUNG_90_4.txt",800885,26906,794774
"M2S_90_4.txt",819446,27167,812451
"M2SKIN1_90_4.txt",969797,32905,967860
"M2SKIN10_90_4.txt",884218,100614,812530
"M2SKIN11_90_4.txt",854614,29217,839734
"M2SKIN12_90_4.txt",1036652,42283,1016852
"M2SKIN2_90_4.txt",728829,25341,721856
"M2SKIN3_90_4.txt",637555,30398,615811
"M2SKIN4_90_4.txt",1122955,40555,988545
"M2SKIN5_90_4.txt",933684,36019,911424
"M2SKIN6_90_4.txt",486754,16290,484232
"M2SKIN7_90_4.txt",1192724,40921,1158299
"M2SKIN8_90_4.txt",874649,29960,870427
"M2SKIN9_90_4.txt",748982,26944,737596
"M3BM1_90_4.txt",1192468,46068,1172898
"M3BM2_90_4.txt",1308064,44834,1294112
"M3GUT_90_4.txt",17896,603,17510
"M3L_90_4.txt",2182269,73409,2151957
"M3LN1_90_4.txt",142334,4892,141987
"M3LN2_90_4.txt",906377,36999,890125
"M3LUNG_90_4.txt",900165,30789,892485
"M3S_90_4.txt",4496,158,4025
"M3SKIN1_90_4.txt",910058,30645,878651
"M3SKIN10_90_4.txt",980139,34303,941087
"M3SKIN11_90_4.txt",739933,25046,733754
"M3SKIN12_90_4.txt",1057759,46468,1031346
"M3SKIN2_90_4.txt",845299,29178,833123
"M3SKIN3_90_4.txt",598707,20462,594984
"M3SKIN4_90_4.txt",1036920,36736,995016
"M3SKIN5_90_4.txt",848976,28504,845000
"M3SKIN6_90_4.txt",947405,32602,932724
"M3SKIN7_90_4.txt",940666,32295,906746
"M3SKIN8_90_4.txt",935725,35965,886214
"M3SKIN9_90_4.txt",757756,50066,746933
"M5BM1_90_4.txt",1977721,67457,1947935
"M5BM2_90_4.txt",1613722,53252,1595253
"M5GUT_90_4.txt",3853,105,3469
"M5L_90_4.txt",1924114,61877,1900122
"M5LN1_90_4.txt",794708,26258,784671
"M5LN2_90_4.txt",839821,27057,830208
"M5LUNG_90_4.txt",873180,35218,864597
"M5S_90_4.txt",2119047,70933,2088707
"M5SKIN1_90_4.txt",913117,31197,895787
"M5SKIN10_90_4.txt",1119468,52687,1097165
"M5SKIN11_90_4.txt",881043,30045,878038
"M5SKIN12_90_4.txt",1159345,39511,1115669
"M5SKIN2_90_4.txt",1361031,49946,1339037
"M5SKIN3_90_4.txt",907685,31314,905513
"M5SKIN4_90_4.txt",1007076,35401,959259
"M5SKIN5_90_4.txt",909393,48643,907940
"M5SKIN6_90_4.txt",1200329,45390,1167240
"M5SKIN7_90_4.txt",992554,32826,960193
"M5SKIN8_90_4.txt",1040231,46265,1032456
"M5SKIN9_90_4.txt",1141759,47496,1122884
"M6BM1_90_4.txt",944925,31133,934295
"M6BM2_90_4.txt",955032,32578,947724
"M6GUT_90_4.txt",136848,4293,136604
"M6L_90_4.txt",8082,248,7805
"M6LN1_90_4.txt",849905,29132,847854
"M6LN2_90_4.txt",1012954,33478,992185
"M6LUNG_90_4.txt",747217,26115,743007
"M6S_90_4.txt",39449,1423,39198
"M7BM1_90_4.txt",1297627,44233,1284382
"M7BM2_90_4.txt",1714599,56460,1697919
"M7GUT_90_4.txt",32891,1044,32765
"M7L_90_4.txt",651700,21523,646912
"M7LN1_90_4.txt",139504,4821,138817
"M7LN2_90_4.txt",153808,5026,153516
"M7LUNG_90_4.txt",989153,59695,945068
"M7S_90_4.txt",883582,28651,876410
"M8BM1_90_4.txt",1493404,51507,1477995
"M8BM2_90_4.txt",1624015,53597,1608761
"M8GUT_90_4.txt",12447,405,12330
"M8L_90_4.txt",4312,151,4109
"M8LN1_90_4.txt",930098,31167,923106
"M8LN2_90_4.txt",876108,28807,857419
"M8LUNG_90_4.txt",846287,147340,842748
"M8S_90_4.txt",1085603,34335,1077753
"M9BM1_90_4.txt",1061194,38155,1048030
"M9BM2_90_4.txt",675506,21666,669494
"M9GUT_90_4.txt",2213,65,2109
"M9L_90_4.txt",701964,23562,700583
"M9LN1_90_4.txt",73045,2462,72508
"M9LN2_90_4.txt",34402,1202,33809
"M9LUNG_90_4.txt",838528,27862,729755
"M9S_90_4.txt",240801,8037,237984
