"","matched","unmatched","canonical"
"M14BM2_50_5.txt",559894,18544,556198
"M14GUT_50_5.txt",381255,16768,380405
"M14L_50_5.txt",3367,112,3173
"M14LN1_50_5.txt",2540,174,2306
"M14LN2_50_5.txt",614101,19903,589651
"M14LUNG_50_5.txt",623653,23020,619537
"M14S_50_5.txt",727484,23248,721647
"M14SKIN1_50_5.txt",676722,23133,646292
"M14SKIN10_50_5.txt",568951,19107,553670
"M14SKIN11_50_5.txt",629663,23963,628453
"M14SKIN12_50_5.txt",770229,26689,746779
"M14SKIN2_50_5.txt",542305,28275,528440
"M14SKIN3_50_5.txt",465086,21546,454469
"M14SKIN4_50_5.txt",576960,18915,511113
"M14SKIN5_50_5.txt",528328,16463,518604
"M14SKIN6_50_5.txt",550381,18898,507545
"M14SKIN7_50_5.txt",472752,16309,447959
"M14SKIN8_50_5.txt",535802,21644,528156
"M14SKIN9_50_5.txt",545010,24484,543356
"M15BM1_50_5.txt",1130685,37468,1114950
"M15BM2_50_5.txt",1199469,40733,1189510
"M15GUT_50_5.txt",536022,16897,532312
"M15L_50_5.txt",1284230,41627,1270827
"M15LN1_50_5.txt",476924,14962,473134
"M15LN2_50_5.txt",493886,15584,491519
"M15LUNG_50_5.txt",1080386,35713,1067788
"M15S_50_5.txt",1378492,43839,1365273
"M15SKIN1_50_5.txt",583390,21055,566238
"M15SKIN2_50_5.txt",619202,26822,594151
"M15SKIN3_50_5.txt",1284360,53737,1246364
"M15SKIN4_50_5.txt",577079,23443,568089
"M15SKIN5_50_5.txt",765291,29010,749860
"M15SKIN6_50_5.txt",557458,18467,544605
"M16BM1_50_5.txt",1075675,42382,1059204
"M16BM2_50_5.txt",372069,12814,369869
"M16GUT_50_5.txt",1402,59,1302
"M16L_50_5.txt",554506,18858,553863
"M16LN1_50_5.txt",408031,13894,382869
"M16LN2_50_5.txt",455754,15843,444122
"M16LUNG_50_5.txt",512272,21866,506272
"M16S_50_5.txt",2427,74,2212
"M16SKIN1_50_5.txt",620781,22727,606601
"M16SKIN2_50_5.txt",520980,17968,513524
"M16SKIN3_50_5.txt",1170368,41044,1128084
"M16SKIN4_50_5.txt",527655,20303,513780
"M16SKIN5_50_5.txt",730904,30421,715373
"M16SKIN6_50_5.txt",735930,24601,726267
"M17BM1_50_5.txt",963795,32626,939124
"M17BM2_50_5.txt",759035,26432,752794
"M17GUT_50_5.txt",251495,7928,249337
"M17L_50_5.txt",548423,18856,543293
"M17LN1_50_5.txt",197681,6391,196910
"M17LN2_50_5.txt",412019,13082,401122
"M17LUNG_50_5.txt",487716,16138,482377
"M17S_50_5.txt",80472,2566,80178
"M17SKIN1_50_5.txt",551541,29314,545503
"M17SKIN2_50_5.txt",683138,23811,655878
"M17SKIN3_50_5.txt",899858,33250,878908
"M17SKIN4_50_5.txt",531055,20330,519163
"M17SKIN5_50_5.txt",791206,28556,770218
"M17SKIN6_50_5.txt",726187,29114,712833
"M18BM1_50_5.txt",886284,30282,878444
"M18BM2_50_5.txt",856962,29537,851637
"M18GUT_50_5.txt",135925,4364,135776
"M18L_50_5.txt",817750,27550,811504
"M18LN1_50_5.txt",661561,23058,646307
"M18LN2_50_5.txt",275687,8991,275350
"M18LUNG_50_5.txt",687532,23066,664822
"M18S_50_5.txt",533652,16953,529030
"M18SKIN1_50_5.txt",598680,23419,591990
"M18SKIN2_50_5.txt",717252,28522,699436
"M18SKIN3_50_5.txt",977391,37238,939308
"M18SKIN4_50_5.txt",519223,22553,504526
"M18SKIN5_50_5.txt",669923,23748,658024
"M18SKIN6_50_5.txt",737768,25861,718492
"M19BM1_50_5.txt",142268,5270,141785
"M19BM2_50_5.txt",507495,16791,504185
"M19GUT_50_5.txt",1425,39,1273
"M19L_50_5.txt",376511,20948,366878
"M19LN1_50_5.txt",433461,22620,421121
"M19LN2_50_5.txt",9584,335,9293
"M19LUNG_50_5.txt",597600,20432,578252
"M19S_50_5.txt",542296,18416,537504
"M19SKIN1_50_5.txt",551664,22303,541269
"M19SKIN2_50_5.txt",1077760,36773,1033300
"M19SKIN3_50_5.txt",1067197,44816,1033708
"M19SKIN4_50_5.txt",587115,21339,568092
"M19SKIN5_50_5.txt",507308,17619,497355
"M19SKIN6_50_5.txt",829782,29435,811638
"M1BM1_50_5.txt",960737,33515,950830
"M1BM2_50_5.txt",929430,32667,921498
"M1GUT_50_5.txt",300945,10221,299175
"M1L_50_5.txt",1256083,43735,1242048
"M1LN1_50_5.txt",562132,20915,547344
"M1LN2_50_5.txt",497606,24925,465844
"M1LUNG_50_5.txt",724307,28392,706544
"M1S_50_5.txt",49318,1631,48966
"M1SKIN1_50_5.txt",584422,19728,566766
"M1SKIN10_50_5.txt",530685,18081,528430
"M1SKIN11_50_5.txt",503956,22380,489118
"M1SKIN12_50_5.txt",518733,18149,507139
"M1SKIN2_50_5.txt",482488,15986,457263
"M1SKIN3_50_5.txt",502844,17296,483234
"M1SKIN4_50_5.txt",585082,20318,555725
"M1SKIN5_50_5.txt",473512,16556,455157
"M1SKIN6_50_5.txt",558241,20559,522906
"M1SKIN7_50_5.txt",726357,24788,714193
"M1SKIN8_50_5.txt",1011168,37427,995504
"M1SKIN9_50_5.txt",452247,16177,443253
"M20BM1_50_5.txt",492677,17375,484452
"M20BM2_50_5.txt",599851,20330,594113
"M20GUT_50_5.txt",1308,57,1189
"M20L_50_5.txt",737827,24405,724779
"M20LN1_50_5.txt",716435,41370,685307
"M20LN2_50_5.txt",13714,394,13471
"M20LUNG_50_5.txt",99887,3261,95677
"M20S_50_5.txt",758672,24100,750507
"M20SKIN1_50_5.txt",576677,21909,545220
"M20SKIN2_50_5.txt",786043,31262,768443
"M20SKIN3_50_5.txt",671946,27373,652979
"M20SKIN4_50_5.txt",794025,30510,772962
"M20SKIN5_50_5.txt",516422,17392,508087
"M20SKIN6_50_5.txt",806593,31067,793823
"M21BM1_50_5.txt",537575,21943,532360
"M21BM2_50_5.txt",893025,32948,888565
"M21GUT_50_5.txt",70240,2239,70076
"M21L_50_5.txt",517168,17405,513672
"M21LN1_50_5.txt",473150,15606,472299
"M21LN2_50_5.txt",231410,7490,231123
"M21LUNG_50_5.txt",577185,19526,548576
"M21S_50_5.txt",2736,101,2563
"M21SKIN1_50_5.txt",614855,30115,579141
"M21SKIN10_50_5.txt",1097956,40208,1062105
"M21SKIN11_50_5.txt",727698,27952,706225
"M21SKIN12_50_5.txt",959171,48998,933588
"M21SKIN2_50_5.txt",530160,18061,526659
"M21SKIN3_50_5.txt",832262,32653,818610
"M21SKIN4_50_5.txt",626936,23355,609685
"M21SKIN5_50_5.txt",619638,31703,598432
"M21SKIN6_50_5.txt",608543,20664,596869
"M21SKIN7_50_5.txt",485374,18519,472306
"M21SKIN8_50_5.txt",500115,16602,483765
"M21SKIN9_50_5.txt",973306,37854,946644
"M22BM1_50_5.txt",524403,18055,520373
"M22BM2_50_5.txt",675485,22714,668738
"M22GUT_50_5.txt",1523,50,1444
"M22L_50_5.txt",825912,29185,816173
"M22LN1_50_5.txt",651717,22559,626457
"M22LN2_50_5.txt",512303,16774,508861
"M22LUNG_50_5.txt",534050,17677,528248
"M22S_50_5.txt",1121596,37717,1107276
"M22SKIN1_50_5.txt",606574,24369,599670
"M22SKIN10_50_5.txt",507767,17569,506647
"M22SKIN11_50_5.txt",496448,18006,494602
"M22SKIN12_50_5.txt",836653,28739,799552
"M22SKIN2_50_5.txt",572269,20237,549140
"M22SKIN3_50_5.txt",528997,18147,516045
"M22SKIN4_50_5.txt",542785,29148,537918
"M22SKIN5_50_5.txt",622528,21602,603578
"M22SKIN6_50_5.txt",2587,102,2305
"M22SKIN7_50_5.txt",442700,14846,441895
"M22SKIN8_50_5.txt",542446,23164,521790
"M22SKIN9_50_5.txt",561483,19507,556922
"M23BM1_50_5.txt",627696,21025,623007
"M23BM2_50_5.txt",564883,19097,560695
"M23GUT_50_5.txt",267570,8501,267227
"M23L_50_5.txt",634907,21247,626846
"M23LN1_50_5.txt",481893,16202,465842
"M23LN2_50_5.txt",498795,16168,491831
"M23LUNG_50_5.txt",569227,27805,567419
"M23S_50_5.txt",582126,18679,577953
"M23SKIN1_50_5.txt",549907,20463,536916
"M23SKIN10_50_5.txt",603542,21591,544224
"M23SKIN11_50_5.txt",613646,53900,595573
"M23SKIN12_50_5.txt",729182,25523,728059
"M23SKIN2_50_5.txt",556413,19082,549678
"M23SKIN3_50_5.txt",326239,17948,310698
"M23SKIN4_50_5.txt",1033233,36678,1004774
"M23SKIN5_50_5.txt",555169,26308,542907
"M23SKIN6_50_5.txt",1277843,45880,1262858
"M23SKIN7_50_5.txt",535472,19922,525184
"M23SKIN8_50_5.txt",493898,16975,470829
"M23SKIN9_50_5.txt",608201,21093,605937
"M24BM1_50_5.txt",655629,23205,650313
"M24BM2_50_5.txt",562732,19371,558314
"M24GUT_50_5.txt",560591,19564,551569
"M24L_50_5.txt",586336,20601,572644
"M24LN1_50_5.txt",716858,26584,707126
"M24LN2_50_5.txt",548009,19128,542670
"M24LUNG_50_5.txt",590276,20287,583332
"M24S_50_5.txt",884250,28605,876323
"M24SKIN1_50_5.txt",960119,38685,928353
"M24SKIN10_50_5.txt",1228949,45433,1225713
"M24SKIN11_50_5.txt",641456,30354,615508
"M24SKIN12_50_5.txt",794084,37725,767812
"M24SKIN2_50_5.txt",525664,17982,499696
"M24SKIN3_50_5.txt",241282,12697,237884
"M24SKIN4_50_5.txt",497064,17448,483333
"M24SKIN5_50_5.txt",451179,21694,448663
"M24SKIN6_50_5.txt",758732,27226,737606
"M24SKIN7_50_5.txt",595301,20938,586066
"M24SKIN8_50_5.txt",575311,23082,560319
"M24SKIN9_50_5.txt",1593667,58789,1548933
"M25BM1_50_5.txt",456440,15571,454900
"M25BM2_50_5.txt",562814,18704,558581
"M25GUT_50_5.txt",1185,32,1055
"M25L_50_5.txt",371520,12115,371002
"M25LN1_50_5.txt",465756,15960,463679
"M25LN2_50_5.txt",490953,16111,460828
"M25LUNG_50_5.txt",549527,23810,525748
"M25S_50_5.txt",195144,5996,194782
"M25SKIN1_50_5.txt",527297,31585,507950
"M25SKIN10_50_5.txt",600006,24152,545863
"M25SKIN11_50_5.txt",757163,27081,736165
"M25SKIN12_50_5.txt",1029467,36238,984733
"M25SKIN2_50_5.txt",1458309,75492,1424309
"M25SKIN3_50_5.txt",205039,7356,194011
"M25SKIN4_50_5.txt",642916,21541,641909
"M25SKIN5_50_5.txt",1266496,43493,1236714
"M25SKIN6_50_5.txt",700667,23911,673233
"M25SKIN7_50_5.txt",561643,19703,546659
"M25SKIN8_50_5.txt",655046,23790,634245
"M25SKIN9_50_5.txt",836807,31638,787546
"M2BM1_50_5.txt",964228,32332,953103
"M2BM2_50_5.txt",681215,23433,675811
"M2GUT_50_5.txt",2382,74,2170
"M2L_50_5.txt",1255477,42466,1243360
"M2LN1_50_5.txt",604884,24129,584306
"M2LN2_50_5.txt",503299,20610,482466
"M2LUNG_50_5.txt",445473,14915,442037
"M2S_50_5.txt",455787,14982,451831
"M2SKIN1_50_5.txt",539092,18285,538309
"M2SKIN10_50_5.txt",491479,56033,451391
"M2SKIN11_50_5.txt",475358,16137,468185
"M2SKIN12_50_5.txt",576007,23522,566357
"M2SKIN2_50_5.txt",405044,14091,402090
"M2SKIN3_50_5.txt",354124,16824,341971
"M2SKIN4_50_5.txt",624135,22399,551084
"M2SKIN5_50_5.txt",519071,19959,508199
"M2SKIN6_50_5.txt",270423,9053,269347
"M2SKIN7_50_5.txt",662708,22922,644898
"M2SKIN8_50_5.txt",486437,16600,484458
"M2SKIN9_50_5.txt",416237,15013,410982
"M3BM1_50_5.txt",662768,25514,655915
"M3BM2_50_5.txt",727072,24758,720796
"M3GUT_50_5.txt",9880,338,9674
"M3L_50_5.txt",1212445,40836,1198189
"M3LN1_50_5.txt",79367,2666,79161
"M3LN2_50_5.txt",503926,20514,496064
"M3LUNG_50_5.txt",500525,17112,496255
"M3S_50_5.txt",2474,80,2217
"M3SKIN1_50_5.txt",505881,17087,488424
"M3SKIN10_50_5.txt",544773,19143,523044
"M3SKIN11_50_5.txt",411211,13988,408624
"M3SKIN12_50_5.txt",587743,25805,574318
"M3SKIN2_50_5.txt",470170,16136,465345
"M3SKIN3_50_5.txt",332398,11439,331183
"M3SKIN4_50_5.txt",576204,20379,553776
"M3SKIN5_50_5.txt",472120,15805,471003
"M3SKIN6_50_5.txt",526671,18154,518855
"M3SKIN7_50_5.txt",522936,17909,504276
"M3SKIN8_50_5.txt",520247,19867,493136
"M3SKIN9_50_5.txt",421411,27774,415456
"M5BM1_50_5.txt",1098694,37458,1084090
"M5BM2_50_5.txt",896783,29616,888008
"M5GUT_50_5.txt",2122,72,1893
"M5L_50_5.txt",1069056,34314,1058062
"M5LN1_50_5.txt",442004,14496,436458
"M5LN2_50_5.txt",467147,14913,463403
"M5LUNG_50_5.txt",485593,19606,481547
"M5S_50_5.txt",1177415,39435,1163803
"M5SKIN1_50_5.txt",507608,17350,498288
"M5SKIN10_50_5.txt",621911,29423,611554
"M5SKIN11_50_5.txt",490042,16630,489079
"M5SKIN12_50_5.txt",644122,22053,620457
"M5SKIN2_50_5.txt",756321,27765,749999
"M5SKIN3_50_5.txt",504550,17475,503736
"M5SKIN4_50_5.txt",559703,19613,533107
"M5SKIN5_50_5.txt",505782,26837,504947
"M5SKIN6_50_5.txt",666925,25383,649577
"M5SKIN7_50_5.txt",551661,18299,534610
"M5SKIN8_50_5.txt",578054,25685,574176
"M5SKIN9_50_5.txt",634571,26260,624953
"M6BM1_50_5.txt",525432,17157,520277
"M6BM2_50_5.txt",530816,18190,526815
"M6GUT_50_5.txt",76264,2378,76127
"M6L_50_5.txt",4459,129,4305
"M6LN1_50_5.txt",472587,16214,471445
"M6LN2_50_5.txt",562727,18784,552586
"M6LUNG_50_5.txt",415302,14485,413269
"M6S_50_5.txt",21794,794,21621
"M7BM1_50_5.txt",721060,24605,715647
"M7BM2_50_5.txt",952586,31443,945722
"M7GUT_50_5.txt",18138,578,18048
"M7L_50_5.txt",361896,11982,359060
"M7LN1_50_5.txt",77726,2693,77344
"M7LN2_50_5.txt",85740,2751,85574
"M7LUNG_50_5.txt",549585,33237,525161
"M7S_50_5.txt",491522,15815,487447
"M8BM1_50_5.txt",830129,28647,824181
"M8BM2_50_5.txt",902596,29676,896760
"M8GUT_50_5.txt",6879,244,6821
"M8L_50_5.txt",2371,87,2275
"M8LN1_50_5.txt",516935,17488,513785
"M8LN2_50_5.txt",487305,15905,476881
"M8LUNG_50_5.txt",470266,82046,468310
"M8S_50_5.txt",603058,19234,598623
"M9BM1_50_5.txt",589687,21150,584507
"M9BM2_50_5.txt",375226,12090,371837
"M9GUT_50_5.txt",1202,35,1145
"M9L_50_5.txt",390039,13107,389575
"M9LN1_50_5.txt",40563,1387,40249
"M9LN2_50_5.txt",19000,650,18658
"M9LUNG_50_5.txt",466236,15544,406621
"M9S_50_5.txt",133865,4545,132624
