,INPUT_POOL,OUTPUT_POOL,mouse_ID,FP_100_percent,FP_5,FP_1,FP_3,FP_4,FP_2
1,INPUT_BM1_90_5.txt,OUTPUT_BM1_90_5.txt,1,-947749.5,-711302,-711255.5,-711400,-711090.5,-710926
2,INPUT_BM1_90_5.txt,OUTPUT_BM2_90_5.txt,1,57.4010843,64.57413677,64.54316231,64.58462556,64.6337956,64.57601502
3,INPUT_BM1_90_5.txt,OUTPUT_GUT_90_5.txt,1,45.32610104,43.36038209,43.38375365,43.37187693,43.37654015,43.40908025
4,INPUT_BM1_90_5.txt,OUTPUT_L_90_5.txt,1,1002.613638,1045.71201,1045.904224,1045.962276,1045.384387,1044.431019
5,INPUT_BM1_90_5.txt,OUTPUT_LN1_90_5.txt,1,0.222431,0.194126878,0.194213467,0.194041271,0.194184666,0.194279972
6,INPUT_BM1_90_5.txt,OUTPUT_LN2_90_5.txt,1,0.021275068,0.026183119,0.026185977,0.026175319,0.026190518,0.026191855
7,INPUT_BM1_90_5.txt,OUTPUT_LUNG_90_5.txt,1,0.152846515,0.170539433,0.170663933,0.170534417,0.170628767,0.170657245
8,INPUT_BM1_90_5.txt,OUTPUT_S_90_5.txt,1,96.67097283,102.5497759,102.5572101,102.5392903,102.5741539,102.5893502
9,INPUT_BM1_90_5.txt,OUTPUT_SKIN1_90_5.txt,1,0.203908047,0.165270859,0.1652814,0.165248017,0.165320078,0.165358884
10,INPUT_BM1_90_5.txt,OUTPUT_SKIN10_90_5.txt,1,0.052036549,0.048943021,0.0489462,0.048936269,0.048957585,0.04896896
11,INPUT_BM1_90_5.txt,OUTPUT_SKIN11_90_5.txt,1,0.04290563,0.040059512,0.040078778,0.040074695,0.04008957,0.040100433
12,INPUT_BM1_90_5.txt,OUTPUT_SKIN12_90_5.txt,1,0.013528063,0.012514708,0.012515526,0.012512984,0.012518431,0.01252133
13,INPUT_BM1_90_5.txt,OUTPUT_SKIN2_90_5.txt,1,0.061882999,0.055040665,0.055044244,0.055033708,0.055057207,0.055069995
14,INPUT_BM1_90_5.txt,OUTPUT_SKIN3_90_5.txt,1,0.01166524,0.014066913,0.01406883,0.014065806,0.01407222,0.014074897
15,INPUT_BM1_90_5.txt,OUTPUT_SKIN4_90_5.txt,1,0.033182471,0.035541564,0.035544846,0.035536789,0.035554511,0.035560513
16,INPUT_BM1_90_5.txt,OUTPUT_SKIN5_90_5.txt,1,0.142997339,0.139041554,0.139035959,0.138995841,0.139088827,0.139101972
17,INPUT_BM1_90_5.txt,OUTPUT_SKIN6_90_5.txt,1,0.142750739,0.133409189,0.133399345,0.13337744,0.133450919,0.133481197
