True_FP,Est_FP,Total_parasites,Barcode_number,Bottleneck_prob
4.065792192,4.459053585,49999980,30,0.0000001
7.058298014,6.096870823,50000000,40,0.0000001
7.000876907,6.177312196,50000000,40,0.0000001
2.967493096,3.160946426,50000000,40,0.0000001
2.047991072,2.051632173,50000000,40,0.0000001
4.081605572,2.76134097,50000000,40,0.0000001
4.991956038,5.566953303,50000000,40,0.0000001
2.953966204,3.160110002,50000000,40,0.0000001
4.085279032,4.332167812,50000000,40,0.0000001
4.960636085,5.566805178,50000000,40,0.0000001
7.857586159,9.743845062,50000000,40,0.0000001
6.053617798,6.879518727,50000000,40,0.0000001
6.118572713,4.932431695,50000000,40,0.0000001
5.04932039,5.564449948,50000000,40,0.0000001
0,,50000000,40,0.0000001
2.975042022,3.161703969,50000000,40,0.0000001
6.920528782,8.264159548,50000000,40,0.0000001
7.998242421,9.737973897,50000000,40,0.0000001
2.926009541,3.161292324,50000000,40,0.0000001
4.897787774,5.568089047,50000000,40,0.0000001
0,,50000000,40,0.0000001
7.994844107,9.737532025,50000000,40,0.0000001
6.037052202,6.877488128,50000000,40,0.0000001
1.927873011,2.0523174,50000000,40,0.0000001
4.90380654,5.569932834,50000000,40,0.0000001
3.892407545,2.814729444,50000000,40,0.0000001
2.076565142,2.052417581,50000000,40,0.0000001
8.044699777,7.579022067,50000000,40,0.0000001
7.0892472,6.146372361,50000000,40,0.0000001
6.112095955,4.922068113,50000000,40,0.0000001
5.072512114,5.567500406,50000000,40,0.0000001
7.998683488,9.737415557,50000000,40,0.0000001
4.100542125,2.764324683,50000000,40,0.0000001
6.094735593,6.880123633,50000000,40,0.0000001
3.02181918,3.161301086,50000000,40,0.0000001
6.943204177,8.265429088,50000000,40,0.0000001
3.031891151,3.160212551,50000000,40,0.0000001
7.114144228,6.164573266,50000000,40,0.0000001
4.998019224,5.562264201,50000000,40,0.0000001
2.97753572,3.158102699,50000000,40,0.0000001
3.04016348,3.161557345,50000000,40,0.0000001
7.133070439,6.215810774,50000000,40,0.0000001
3.00977967,3.160625007,50000000,40,0.0000001
7.984394565,7.496825321,50000000,40,0.0000001
4.992973283,5.565786232,50000000,40,0.0000001
3.903387342,2.757125959,50000000,40,0.0000001
3.017506513,3.161710456,50000000,40,0.0000001
5.89937778,6.880440388,50000000,40,0.0000001
6.120618342,4.963275808,50000000,40,0.0000001
6.027551785,4.901922854,50000000,40,0.0000001
6.015471174,6.876461885,50000000,40,0.0000001
3.949540441,4.330043952,50000000,40,0.0000001
2.956721391,3.158666606,50000000,40,0.0000001
5.950903838,4.929236205,50000000,40,0.0000001
4.900911274,3.792240663,50000000,40,0.0000001
6.050109635,6.876026496,50000000,40,0.0000001
5.146463699,3.78226944,50000000,40,0.0000001
2.005629229,2.049831255,50000000,40,0.0000001
3.980006258,4.331638942,50000000,40,0.0000001
4.99939661,3.731890579,50000000,40,0.0000001
5.03986175,5.567667378,50000000,40,0.0000001
1.965481043,2.052489866,50000000,40,0.0000001
5.951531265,4.902721936,50000000,40,0.0000001
2.001063601,2.052213889,50000000,40,0.0000001
0.955362649,1,50000000,40,0.0000001
7.078468515,4.877018074,50000000,40,0.0000001
7.024518685,8.261887891,50000000,40,0.0000001
11.13587715,14.77667784,50000000,40,0.0000001
1.984645029,2.052153744,50000000,40,0.0000001
6.880354036,8.266431799,50000000,40,0.0000001
4.99734124,5.568326668,50000000,40,0.0000001
8.02722692,9.745522162,50000000,40,0.0000001
9.997234384,10.21602548,50000000,40,0.0000001
2.972650074,3.156253018,50000000,40,0.0000001
7.02481583,8.264874965,50000000,40,0.0000001
4.983346924,5.56655504,50000000,40,0.0000001
2.071172803,2.052626118,50000000,40,0.0000001
4.011084505,4.329031398,50000000,40,0.0000001
3.040150724,3.16113074,50000000,40,0.0000001
5.042357893,5.5686809,50000000,40,0.0000001
4.90720429,5.566542647,50000000,40,0.0000001
5.070629182,5.567337021,50000000,40,0.0000001
3.053567501,3.15926589,50000000,40,0.0000001
8.137009741,7.338508358,50000000,40,0.0000001
1.983319156,2.048839862,50000000,40,0.0000001
10.05576111,12.98426297,50000000,40,0.0000001
0.993623714,1,50000000,40,0.0000001
0,,50000000,40,0.0000001
10.00557064,12.98576678,50000000,40,0.0000001
3.00987609,3.158870544,50000000,40,0.0000001
3.936838043,4.332509193,50000000,40,0.0000001
5.977372957,4.994606828,50000000,40,0.0000001
7.048711658,8.260857143,50000000,40,0.0000001
6.030040594,6.875539181,50000000,40,0.0000001
5.03554877,3.778474615,50000000,40,0.0000001
6.933197478,8.261579861,50000000,40,0.0000001
7.851000817,9.740753972,50000000,40,0.0000001
6.983312028,6.172924254,50000000,40,0.0000001
2.031837346,2.052602525,50000000,40,0.0000001
1.986526474,2.052387476,50000000,40,0.0000001
5.072405451,5.567344693,50000000,40,0.0000001
2.960550728,3.127274393,50000000,50,0.0000001
8.071671971,9.326960562,50000000,50,0.0000001
4.054430241,4.258101195,50000000,50,0.0000001
3.93262821,4.260285794,50000000,50,0.0000001
1.043411842,1,50000000,50,0.0000001
7.020341936,4.843573831,50000000,50,0.0000001
5.108824696,5.442821263,50000000,50,0.0000001
4.108207072,4.259467147,50000000,50,0.0000001
3.984486633,2.698364343,50000000,50,0.0000001
6.02887659,6.675836872,50000000,50,0.0000001
5.076883058,5.441552444,50000000,50,0.0000001
5.880172416,6.673964584,50000000,50,0.0000001
2.044526071,2.040689715,50000000,50,0.0000001
3.997176285,4.259378667,50000000,50,0.0000001
0,,50000000,50,0.0000001
6.028668443,6.678718771,50000000,50,0.0000001
4.978475967,5.440112512,50000000,50,0.0000001
5.04167138,3.712387573,50000000,50,0.0000001
6.070137018,6.679683301,50000000,50,0.0000001
4.019813722,4.260435814,50000000,50,0.0000001
9.025247106,8.298263341,50000000,50,0.0000001
3.031394813,3.122804256,50000000,50,0.0000001
2.905093596,3.12748536,50000000,50,0.0000001
8.953768777,8.610615723,50000000,50,0.0000001
4.056132458,4.257421181,50000000,50,0.0000001
5.063870736,5.442327989,50000000,50,0.0000001
4.946424617,5.439321671,50000000,50,0.0000001
4.049466177,4.257755864,50000000,50,0.0000001
8.04963078,7.127771152,50000000,50,0.0000001
2.955560587,3.127275102,50000000,50,0.0000001
0.987279543,1,50000000,50,0.0000001
2.000053983,2.039580047,50000000,50,0.0000001
7.03002358,7.966240502,50000000,50,0.0000001
7.217072789,7.975323336,50000000,50,0.0000001
9.020838862,10.74662605,50000000,50,0.0000001
5.821285712,3.188179331,50000000,50,0.0000001
2.98208656,3.126126752,50000000,50,0.0000001
3.895318196,4.259796118,50000000,50,0.0000001
1.962233622,2.039944888,50000000,50,0.0000001
7.886197844,7.087047762,50000000,50,0.0000001
4.032937427,4.255469935,50000000,50,0.0000001
7.986597786,7.122313088,50000000,50,0.0000001
3.956914866,4.260246824,50000000,50,0.0000001
3.966404506,4.254153312,50000000,50,0.0000001
3.97833034,4.256844666,50000000,50,0.0000001
5.927046198,6.680791458,50000000,50,0.0000001
6.027991753,6.678462584,50000000,50,0.0000001
6.002509383,6.678003267,50000000,50,0.0000001
6.087631599,6.674985959,50000000,50,0.0000001
3.054342995,3.126776418,50000000,50,0.0000001
1.982215742,2.041444237,50000000,50,0.0000001
6.090138098,6.677290846,50000000,50,0.0000001
2.050945621,2.040846362,50000000,50,0.0000001
1.969879718,2.040847397,50000000,50,0.0000001
10.13874043,9.717204935,50000000,50,0.0000001
5.031405902,5.440947298,50000000,50,0.0000001
6.054575921,6.671608286,50000000,50,0.0000001
7.898284465,9.320684045,50000000,50,0.0000001
5.970726473,6.67553379,50000000,50,0.0000001
3.866424103,4.259978788,50000000,50,0.0000001
0.967642146,1,50000000,50,0.0000001
7.067061172,5.917694486,50000000,50,0.0000001
3.991675061,4.25755946,50000000,50,0.0000001
5.04985505,5.441669873,50000000,50,0.0000001
4.943393445,5.441362135,50000000,50,0.0000001
3.036473163,3.123876477,50000000,50,0.0000001
2.087522941,2.041664422,50000000,50,0.0000001
5.943681508,4.727132085,50000000,50,0.0000001
5.828197358,4.883107482,50000000,50,0.0000001
0.950705562,1,50000000,50,0.0000001
6.177992401,6.679953668,50000000,50,0.0000001
4.058270993,4.25587606,50000000,50,0.0000001
8.064733678,7.054174517,50000000,50,0.0000001
2.05153475,2.041242126,50000000,50,0.0000001
9.021556292,6.976270867,50000000,50,0.0000001
6.022223978,6.674604111,50000000,50,0.0000001
6.001030161,6.674286265,50000000,50,0.0000001
2.041395738,2.041192897,50000000,50,0.0000001
5.058410101,5.438108665,50000000,50,0.0000001
7.038218728,7.976013922,50000000,50,0.0000001
2.968171875,3.12429685,50000000,50,0.0000001
4.048671911,4.257986396,50000000,50,0.0000001
7.03821825,7.965225566,50000000,50,0.0000001
1.964254302,2.041014311,50000000,50,0.0000001
4.992792481,5.44250988,50000000,50,0.0000001
4.9825925,5.43739934,50000000,50,0.0000001
3.020676245,3.127640433,50000000,50,0.0000001
8.890587983,10.74649203,50000000,50,0.0000001
6.872674433,7.971575506,50000000,50,0.0000001
6.908978603,7.967847424,50000000,50,0.0000001
6.100842971,6.678222495,50000000,50,0.0000001
0.978376409,1,50000000,50,0.0000001
9.932894598,12.23133372,50000000,50,0.0000001
4.901806575,3.82528934,50000000,50,0.0000001
2.937605846,3.126603377,50000000,50,0.0000001
6.945439243,7.970543717,50000000,50,0.0000001
7.892264678,9.326652347,50000000,50,0.0000001
4.107505159,2.731314019,50000000,50,0.0000001
5.964474911,6.672414692,50000000,50,0.0000001
4.072039343,4.258054493,50000000,50,0.0000001
4.064265044,4.181338117,49999950,70,0.0000001
7.025194792,7.66264152,49999950,70,0.0000001
5.117200533,3.65458339,49999950,70,0.0000001
8.20521834,8.900901794,49999950,70,0.0000001
3.11349317,3.089010767,49999950,70,0.0000001
5.942316964,6.464941336,49999950,70,0.0000001
8.948950694,10.17153917,49999950,70,0.0000001
4.071647134,4.178726274,49999950,70,0.0000001
5.06573727,5.304918472,49999950,70,0.0000001
